address,code,Latitude,Longitude
Санкт-Петербург Стремянная ул 11 п1,Код: #1945 *#1945,59.930722,30.351303
Санкт-Петербург Стремянная ул 12,Арка: 2012в ,59.931102,30.3516
Санкт-Петербург Стремянная ул 19,Арка: 2009в ,59.931067,30.350712
Санкт-Петербург Стремянная ул 19 п3,Арка: 2009в ,59.930413,30.353533
Санкт-Петербург Стремянная ул 2/4 п1,Арка: 1375# ,59.931067,30.350712
Санкт-Петербург Стремянная ул 22/3,Арка: 6562 ,59.931067,30.350712
Санкт-Петербург Стремянная ул 7 п1,Код: #1590 #1590,59.931028,30.350394
Санкт-Петербург Студенческая ул 24к1 п2,Код: 1176,59.99453,30.32472
Санкт-Петербург Студенческая ул 26к1 п1,Код: 4007в,59.995195,30.323942
Санкт-Петербург Студенческая ул 26к2,Код: 2001,59.99463,30.323306
Санкт-Петербург Суворовский пр 26-28 п6,Код: #3454,59.937351,30.373193
Санкт-Петербург Суворовский пр 32ба п2,Код: 2505в 2507в 2505в 2507в,59.939172,30.376484
Санкт-Петербург Суворовский пр 32бке п2,Код: 2505в 2507в,59.939172,30.376484
Санкт-Петербург Суворовский пр 33,Код: #0880,59.938394,30.375701
Санкт-Петербург Суворовский пр 33 п4,Код: #6622,59.938394,30.375701
Санкт-Петербург Суворовский пр 36 п3,Код: *363#,59.941024,30.379004
Санкт-Петербург Суворовский пр 39 п2,Код: *#4230,59.939043,30.377031
Санкт-Петербург Суворовский пр 39 п4,Код: *#4230,59.939043,30.377031
Санкт-Петербург Суворовский пр 47,Код: #7537,59.939622,30.377809
Санкт-Петербург Суворовский пр 47 п1,Код: #7537,59.939622,30.377809
Санкт-Петербург Суворовский пр 54,Код: #8800,59.94419,30.385376
Санкт-Петербург Суворовский пр 54 п1,Код: #8800,59.94419,30.385376
Санкт-Петербург Суворовский пр 6 п1,Код: #7777,59.932622,30.368355
Санкт-Петербург Суворовский пр 61 п1,Код: в200в7273,59.941175,30.381843
Санкт-Петербург Суворовский пр 61 п2,Код: 670,59.941175,30.381843
Санкт-Петербург Суворовский пр 61 п5,Код: #423,59.941175,30.381843
Санкт-Петербург Суздальский проезд 9,Код: 253,60.045281,30.417024
Санкт-Петербург Суздальский пр 109 п2,Код: в4321,60.043279,30.424226
Санкт-Петербург Суздальский пр 61,Код: в13вв,60.050979,30.385789
Санкт-Петербург Суздальский пр 9 п1,Код: *32,60.065857,30.309077
Санкт-Петербург Суздальский пр 93к1 п6,Код: 98220,60.045521,30.411607
Санкт-Петербург Суздальское шоссе 12к2 п3,Код: #1223,60.062212,30.290037
Санкт-Петербург Суздальское шоссе 30к2,Код: #0000#,60.05782,30.269705
Санкт-Петербург Суздальское шоссе 30к2 п1,Код: #0000#,60.05782,30.269705
Санкт-Петербург Суздальское шоссе 30к2 п2,Код: #0000#,60.05782,30.269705
Санкт-Петербург Суздальское шоссе 30к2 п3,Код: #0000#,60.05782,30.269705
Санкт-Петербург Суздальское шоссе 30к2с1,Код: #0000#,60.056763,30.26951
Санкт-Петербург Суздальское шоссе 30к3с1,Код: #0000#,60.056763,30.26951
Санкт-Петербург Съезжинская ул 11,Арка: 2812в ,59.95382,30.296927
Санкт-Петербург Съезжинская ул 11 п2,Арка: 2812в ,59.95382,30.296927
Санкт-Петербург Съезжинская ул 22,Код: #9351,59.954443,30.300274
Санкт-Петербург Съезжинская ул 23 п2,Код: #2509,59.953924,30.300939
Санкт-Петербург Съезжинская ул 24,Код: 379,59.954312,30.300874
Санкт-Петербург Съезжинская ул 27,Арка: *1812# ,59.953668,30.301931
Санкт-Петербург Съезжинская ул 27 п2,Код: 1703# 9в,59.953668,30.301931
Санкт-Петербург Съезжинская ул 29 п1,Код: #2803,59.954115,30.301305
Санкт-Петербург Съезжинская ул 33,Код: 791#,59.953901,30.304523
Санкт-Петербург Съезжинская ул 34 п34,Код: 34,59.954232,30.303582
Санкт-Петербург Съезжинская ул 37 п2,Код: #423,59.953846,30.305935
Санкт-Петербург Съезжинская ул 38 п1,Код: 67в890,59.954222,30.305192
Санкт-Петербург Сытнинская ул 18 п1,Код: 40#0507,59.958,30.310764
Санкт-Петербург Сытнинская ул 18 п1 лестница,Код: 40в0507,59.958,30.310764
Санкт-Петербург Таврическая ул 2,Код: #5202,59.942041,30.377348
Санкт-Петербург Таврическая ул 2 п1,Код: #1703,59.942041,30.377348
Санкт-Петербург Таврическая ул 2 п14,Код: 5557,59.942041,30.377348
Санкт-Петербург Таврическая ул 2 п23,Код: 31в119,59.942041,30.377348
Санкт-Петербург Таврическая ул 2 п24,Код: 31в119,59.942041,30.377348
Санкт-Петербург Таврическая ул 2 п25,Код: #2490,59.942041,30.377348
Санкт-Петербург Таврическая ул 2 п3,Код: #1703,59.942041,30.377348
Санкт-Петербург Таврическая ул 27,Арка: 4197вв ,59.945348,30.378596
Санкт-Петербург Таврическая ул 27 п7 34,Арка: 4197 ,59.945348,30.378596
Санкт-Петербург Таврическая ул 31 п1,Арка: *4197# ,59.945978,30.378384
Санкт-Петербург Таврическая ул 31-33,Арка: *4197# ,59.945978,30.378384
Санкт-Петербург Таврическая ул 31-33 п1,Арка: *4197# ,59.945978,30.378384
Санкт-Петербург Таврическая ул 31-33 п2,Арка: *4197# Код: 7083 #4197*,59.945978,30.378384
Санкт-Петербург Таврическая ул 31-33 п31,Арка: 4197# ,59.945978,30.378384
Санкт-Петербург Таврическая ул 31-33 п6,Арка: *4197# ,59.945978,30.378384
Санкт-Петербург Таврическая ул 37,Код: 2007в,59.947255,30.378563
Санкт-Петербург Таврическая ул 45,Код: #1236,59.949649,30.37994
Санкт-Петербург Таврическая ул 45 п7 6,Код: 125,59.949649,30.37994
Санкт-Петербург Таврическая ул 45В п1,Код: #1236,59.94651,30.37817
Санкт-Петербург Таврическая ул 45в,Код: #1236,59.94651,30.37817
Санкт-Петербург Таврическая ул 45в п1,Код: #1236,59.94651,30.37817
Санкт-Петербург Таврическая ул 5,Арка: 3587 Код: 3587,59.941483,30.378189
Санкт-Петербург Таврическая ул 5 п1,Код: 12в345 22в333 20200 20200вв 3587,59.941483,30.378189
Санкт-Петербург Таврическая ул 5 п2,Код: 12*345 22в333 12в345 22#333,59.941483,30.378189
Санкт-Петербург Таврическая ул 5 п5,Арка: 3587 Код: 20200в,59.941483,30.378189
Санкт-Петербург Таврическая ул 9,Арка: 126# *126# Код: 2000,59.942084,30.378841
Санкт-Петербург Таврическая ул 9 п2,Арка: *126# Код: 1261,59.942084,30.378841
Санкт-Петербург Таллинская ул 12/18 п7,Код: в91в4633,59.923949,30.413433
Санкт-Петербург Таллинская ул 23 п3,Код: 2004,59.924723,30.421025
Санкт-Петербург Таллинская ул 23 п4,Код: 2004,59.924723,30.421025
Санкт-Петербург Таллинская ул 27 п1,Код: 2004 2004,59.926005,30.42068
Санкт-Петербург Таллинская ул 27 п2,Код: 2004в,59.926005,30.42068
Санкт-Петербург Таллинская ул 28 п3,Код: 2004в,59.926617,30.41895
Санкт-Петербург Таллинская ул 8 п1,Код: #138 #138,59.923321,30.409588
Санкт-Петербург Таллинская ул 8 п2,Код: 123в45,59.923321,30.409588
Санкт-Петербург Тамбовская ул 3-5 п1,Код: в41в1410,59.913791,30.354321
Санкт-Петербург Тамбовская ул 70/33 п1,Код: 678в90,59.910291,30.352494
Санкт-Петербург Тамбовская ул 75 п3,Код: #4230,59.907691,30.350506
Санкт-Петербург Тамбовская ул 75 п4,Код: #4230,59.907691,30.350506
Санкт-Петербург Тарасова ул 11 п2,Код: в100в7273,59.949517,30.413001
Санкт-Петербург Тарасова ул 6к3 п1,Код: #1946,59.950267,30.410906
Санкт-Петербург Татарский пер 1 п2,Код: 77701в,59.953215,30.305867
Санкт-Петербург Тверская ул 12/15б п3,Код: 60,59.746471,30.612252
Санкт-Петербург Тверская ул 18,Арка: 0625вв Код: 0625в,59.799431,30.511668
Санкт-Петербург Тверская ул 18 п1,Арка: 0625 ,59.744687,30.612123
Санкт-Петербург Тверская ул 18 п1 09,Арка: 0625в Код: 999в 0625,59.744687,30.612123
Санкт-Петербург Тверская ул 18 п2,Арка: 0625в ,59.744687,30.612123
Санкт-Петербург Тверская ул 20,Код: 0625в,59.743627,30.612252
Санкт-Петербург Тверская ул 20ке п5,Арка: 0625в ,59.738552,30.610673
Санкт-Петербург Тверская ул 20ки п10,Арка: 0625в Код: 0625в #1963,59.738552,30.610673
Санкт-Петербург Тверская ул 20ку п7,Код: 0625,59.738552,30.610673
Санкт-Петербург Тверская ул 27-29 п1,Код: 2201 2201,59.946451,30.388569
Санкт-Петербург Тверская ул 3/1 п4,Код: в51в4633,59.738552,30.610673
Санкт-Петербург Тверская ул 4 п1,Код: *1*4263,59.746387,30.610148
Санкт-Петербург Тверская ул 4 пнапротив ворот прямо,Код: *1*4263,59.746387,30.610148
Санкт-Петербург Театральная пл 16ке,Код: 9512#,59.926346,30.297629
Санкт-Петербург Театральная пл 16ки п5,Код: 9512#,59.926346,30.297629
Санкт-Петербург Театральная пл 2,Арка: #1936 Код: #1936,59.924676,30.296217
Санкт-Петербург Тележная ул 16,Код: *0903,59.926137,30.374331
Санкт-Петербург Тележная ул 16 п1,Код: #0309# #0309 #0903,59.926137,30.374331
Санкт-Петербург Тележная ул 26-28 п1,Арка: 141 ,59.925514,30.376572
Санкт-Петербург Тележная ул 3 п2,Код: в25в7456,59.926429,30.372029
Санкт-Петербург Тележная ул 9 п1,Код: 0963,59.926405,30.373042
Санкт-Петербург Тележный пер 3 п4,Код: *7268#,59.92889,30.374554
Санкт-Петербург Тимуровская ул 15к1 п5,Код: 98220,60.043347,30.405901
Санкт-Петербург Тимуровская ул 20 п4,Код: в54вв,60.045118,30.405728
Санкт-Петербург Тихорецкий пр 12к1 п5,Код: в1в5702 в1в5702 в1в5702,60.014503,30.36777
Санкт-Петербург Тихорецкий пр 16,Код: 77777,60.015597,30.366363
Санкт-Петербург Тихорецкий пр 1к1 п2,Код: 0304,60.010703,30.370143
Санкт-Петербург Тихорецкий пр 25к1,Код: #423,60.02396,30.367484
Санкт-Петербург Тихорецкий пр 25к1 п7,Код: #423,60.02396,30.367484
Санкт-Петербург Тихорецкий пр 5к2 п5,Код: в100в7273,60.012479,30.370495
Санкт-Петербург Тихорецкий пр 9к1 п1,Код: в1в4633 в1в4633,60.014361,30.368969
Санкт-Петербург Тихорецкий пр 9к2 п3,Код: в41в4633,60.014405,30.369753
Санкт-Петербург Тобольская ул 1 п1,Код: 50в808,59.972274,30.341473
Санкт-Петербург Товарищеский проезд 2к1к2к1 п3,Код: 98220,59.913325,30.486815
Санкт-Петербург Товарищеский проезд 32к1 п1,Арка: в34вв ,59.79951,30.27645
Санкт-Петербург Товарищеский пр 10к1,Код: 1#38в,59.918557,30.483173
Санкт-Петербург Товарищеский пр 10к1 п1,Арка: 1#38 Код: 1в2828 1в28  1#38,59.918557,30.483173
Санкт-Петербург Товарищеский пр 10к1 п2,Код: 2в62 2в57 2в42,59.918557,30.483173
Санкт-Петербург Товарищеский пр 10к1 п3,Арка: 3#96 Код: 3в96,59.918557,30.483173
Санкт-Петербург Товарищеский пр 10к1 п6,Код: 6в211 6в230,59.918557,30.483173
Санкт-Петербург Товарищеский пр 12к2,Арка: 10в1 Код: 12в2,59.918613,30.484921
Санкт-Петербург Товарищеский пр 12к2 п3,Код: 3в98,59.918613,30.484921
Санкт-Петербург Товарищеский пр 12к2 п4,Код: 4в129 4*129,59.918613,30.484921
Санкт-Петербург Товарищеский пр 12к2 п5,Код: 5в182,59.918613,30.484921
Санкт-Петербург Товарищеский пр 12к2ки,Код: 3#85 85вв,59.9042762,30.4979812
Санкт-Петербург Товарищеский пр 1к1 п17,Арка: #17 ,59.919699,30.480074
Санкт-Петербург Товарищеский пр 22к3 п1,Код: #423,59.914123,30.490647
Санкт-Петербург Товарищеский пр 8 п7,Код: 216,59.919383,30.483636
Санкт-Петербург Толубеевский проезд 14к1 п3,Код: в5555в,60.076563,30.348251
Санкт-Петербург Толубеевский проезд 14к2с1,Код: в5555в,60.076563,30.348251
Санкт-Петербург Толубеевский проезд 18к1 п1,Код: в80808в,60.077159,30.349739
Санкт-Петербург Толубеевский проезд 20к1 п2,Код: в90909в,60.078291,30.350666
Санкт-Петербург Толубеевский проезд 20к1с1,Код: в90909в,60.078291,30.350666
Санкт-Петербург Толубеевский проезд 20к1с1 п1,Код: в90909в,60.078291,30.350666
Санкт-Петербург Тореза проезд 35к2,Код: #5896,50.44268,30.518609
Санкт-Петербург Тореза проезд 35к2к35к2 п1,Код: #5896,59.79951,30.27645
Санкт-Петербург Торжковская ул 1к2,Код: *4,59.986935,30.305306
Санкт-Петербург Торжковская ул 2к3,Код: 41960,59.988619,30.304745
Санкт-Петербург Торжковская ул 9 п1,Код: #423,59.98951,30.313359
Санкт-Петербург Торфяная дорога 17к6 п1,Код: 2в2,59.994717,30.25595
Санкт-Петербург Трамвайный пр 1 п1,Код: 13в193 13#193,59.857752,30.254572
Санкт-Петербург Трамвайный пр 1 п2,Код: 26в194 26#194,59.857752,30.254572
Санкт-Петербург Трамвайный пр 1 п4,Код: 56в578,59.857752,30.254572
Санкт-Петербург Трамвайный пр 13,Код: #1234,59.854075,30.262514
Санкт-Петербург Трамвайный пр 13 п6,Код: #1234,59.854075,30.262514
Санкт-Петербург Трамвайный пр 13к2,Код: #9999,59.854528,30.26366
Санкт-Петербург Трамвайный пр 13к2 п5,Код: #999 #9999,59.854528,30.26366
Санкт-Петербург Трамвайный пр 19к1,Арка: #3154*в ,59.854079,30.270291
Санкт-Петербург Трамвайный пр 27к2 п1,Код: 1529,59.853452,30.278543
Санкт-Петербург Транспортная ул 5 п2,Код: #5555,60.085297,29.952028
Санкт-Петербург Транспортный пер 11 п2,Код: #324,59.919919,30.361628
Санкт-Петербург Транспортный пер 12,Код: #5865,59.92009,30.363393
Санкт-Петербург Транспортный пер 13,Код: в1в4633,59.919864,30.362153
Санкт-Петербург Транспортный пер 13 п1,Код: в1в4633 в1в4633,59.919864,30.362153
Санкт-Петербург Транспортный пер 7,Код: *1537# 1538*,59.920203,30.360046
Санкт-Петербург Троицкая пл Петроградской Стороны 1 п1,Код: #0202,59.916976,30.305383
Санкт-Петербург Троицкий проезд 4ке,Код: 1956в,59.915875,30.302029
Санкт-Петербург Троицкий пр 16,Арка: 460 ,59.915594,30.299223
Санкт-Петербург Троицкий пр 16 п2,Арка: 460 ,59.915594,30.299223
Санкт-Петербург Троицкий пр 18 п1,Код: 12в345,59.9156,30.298798
Санкт-Петербург Троицкий пр 20/36 п1,Код: 12в345,59.915875,30.302029
Санкт-Петербург Троицкий пр 4 п3,Арка: 1956 ,59.91533,30.303881
Санкт-Петербург Троицкий пр 4бка п3,Код: 1956,59.915875,30.302029
Санкт-Петербург Троицкий пр 7,Арка: 5987# ,59.91615,30.297741
Санкт-Петербург Троицкий пр 7ки п1,Код: 5987#,59.915875,30.302029
Санкт-Петербург Тульская ул 7,Код: #1945,59.942814,30.389601
Санкт-Петербург Тульская ул 7 п1,Код: #1945,59.942814,30.389601
Санкт-Петербург Тульская ул 7лита,Код: #1945,59.943349,30.39045
Санкт-Петербург Турбинная ул 37 п1,Код: 237,59.889155,30.266699
Санкт-Петербург Турбинная ул 7/12 п2,Код: 172036,59.892301,30.269876
Санкт-Петербург Туристская ул 11к1 п1,Код: 107в816,59.997194,30.208732
Санкт-Петербург Туристская ул 11к1 п2,Код: 28в8944 107в816,59.997194,30.208732
Санкт-Петербург Туристская ул 13к1,Код: #2883,59.998067,30.210486
Санкт-Петербург Туристская ул 15к2 п1,Код: #1984,59.998865,30.212408
Санкт-Петербург Туристская ул 20к2,Код: в1,59.998079,30.205443
Санкт-Петербург Туристская ул 20к2 п1,Код: в1,59.998079,30.205443
Санкт-Петербург Туристская ул 20к2 п2,Код: в1,59.998079,30.205443
Санкт-Петербург Туристская ул 38к38 п4,Код: #0338,60.009199,30.210664
Санкт-Петербург Турку ул 26 п1,Код: в1111в,59.946587,30.354066
Санкт-Петербург Тучков пер 11/5 п1,Код: #2213,59.94524,30.288076
Санкт-Петербург Тучков пер 11/5 п2,Код: #2213 #2213,59.94524,30.288076
Санкт-Петербург Тучков пер 15 п1,Арка: *#7238 ,59.945007,30.288338
Санкт-Петербург Тучков пер 17,Арка: 20* ,59.945281,30.288031
Санкт-Петербург Тучков пер 18 п1,Арка: #3570 ,59.945249,30.287944
Санкт-Петербург Тучков пер 24 п5,Код: #1955,59.946984,30.285932
Санкт-Петербург Тучков пер 2ке,Арка: 987# ,59.94524,30.288076
Санкт-Петербург Тучков пер 5 п1,Код: #1234#,59.943918,30.289869
Санкт-Петербург Тюшина ул 10 п1,Арка: 7456в Код: 2008,59.929583,30.357773
Санкт-Петербург Угловой пер 4 п2,Код: #0426,59.909312,30.317173
Санкт-Петербург Угловой пер 5 п3,Код: 6853,59.909916,30.316628
Санкт-Петербург Удельный пр 51к2 п3,Код: #2014 #2014,60.023783,30.313409
Санкт-Петербург Уездный пр 11 п1,Код: 143вв,59.888062,30.410345
Санкт-Петербург Уездный пр 11 п3,Код: в7447,59.888062,30.410345
Санкт-Петербург Уральская ул 21,Код: в2021в,59.955401,30.254766
Санкт-Петербург Уральская ул 21 п1,Код: в2021в,59.955401,30.254766
Санкт-Петербург Уральская ул 21 п10,Код: в2021в,59.955401,30.254766
Санкт-Петербург Уральская ул 21 п2,Код: в2021в,59.955401,30.254766
Санкт-Петербург Уральская ул 21 п3,Код: в2021в,59.955401,30.254766
Санкт-Петербург Уральская ул 21 п4,Код: в2021в,59.955401,30.254766
Санкт-Петербург Уральская ул 21 п8,Код: в2021в,59.955401,30.254766
Санкт-Петербург Уральская ул 21куке п2,Код: в2021в,59.955269,30.254307
Санкт-Петербург Уральская ул 6 п1,Код: в39вв,59.951105,30.265222
Санкт-Петербург Уральская ул 6 п8,Код: в410вв,59.951105,30.265222
Санкт-Петербург Уткин пр 13к1,Код: #423,59.933436,30.431705
Санкт-Петербург Уткин пр 13к1 п1,Код: #423,59.933436,30.431705
Санкт-Петербург Уткин пр 13к1 п2,Код: 12в345,59.933436,30.431705
Санкт-Петербург Учебный пер 10к2 п1,Код: 7272,60.038332,30.339929
Санкт-Петербург Учительская ул 18к3 п3,Код: в231вв,60.032935,30.405676
Санкт-Петербург Учительская ул 8 п4,Код: 98220,60.035265,30.391733
Санкт-Петербург Ушаковская наб 1к3 п1,Код: 5в277,59.982585,30.317382
Санкт-Петербург Ушаковская наб 1к3А1 п1,Код: 5*245,59.981851,30.311781
Санкт-Петербург Фарфоровская ул 12 п3,Код: 80096,59.880352,30.435597
Санкт-Петербург Фарфоровская ул 32 п1,Код: в1в4633,59.880092,30.430911
Санкт-Петербург Фермское шоссе 12д п1,Код: 60205,60.017605,30.311808
Санкт-Петербург Фермское шоссе 12кке п11,Код: 110578в,60.017605,30.311808
Санкт-Петербург Фермское шоссе 12литзки п8,Код: 80466,60.017605,30.311808
Санкт-Петербург Фермское шоссе 32,Код: 6,60.01723,30.308448
Санкт-Петербург Фермское шоссе 36к6 п5,Код: в81в4633 в81в4633,60.01849,30.310407
Санкт-Петербург Финляндский пр 1,Код: 146,59.958032,30.342359
Санкт-Петербург Финляндский пр 1 п6,Код: 267,59.958486,30.342716
Санкт-Петербург Финляндский пр 1 п7,Код: 146,59.958486,30.342716
Санкт-Петербург Финский пер 7,Код: *#2007,59.956313,30.353879
Санкт-Петербург Финский пер 9 п2,Код: #0017,59.956313,30.355027
Санкт-Петербург Фонарный пер 12,Код: #1204,59.928125,30.305542
Санкт-Петербург Фонарный пер 12 п3,Код: 38в1203 27в1203,59.928125,30.305542
Санкт-Петербург Фонарный пер 12 п5,Код: #1205,59.928125,30.305542
Санкт-Петербург Фонарный пер 14,Код: 42#951,59.927871,30.305651
Санкт-Петербург Фонарный пер 14 п1,Код: 42в951,59.927871,30.305651
Санкт-Петербург Фонарный пер 3,Арка: 1478 1478 ,59.929236,30.304597
Санкт-Петербург Фонарный пер 7,Арка: #1256 ,59.928454,30.304963
Санкт-Петербург Фонарный пер 7 п1,Арка: #2020 ,59.928454,30.304963
Санкт-Петербург Фонарный пер 7 п2,Код: #1256,59.928454,30.304963
Санкт-Петербург Фонарный пер 8,Код: #0269,59.928726,30.305115
Санкт-Петербург Фонарный пер 8 п1,Код: #0269 #0269,59.928726,30.305115
Санкт-Петербург Фонарный пер 8 п2,Код: #0269,59.928726,30.305115
Санкт-Петербург Фонтанная ул 3,Арка: 5813 Код: 5813в 1 9876,59.940674,30.366082
Санкт-Петербург Фонтанная ул 3 п1,Арка: #5813в Код: 9876в 9876,59.940674,30.366082
Санкт-Петербург Фонтанная ул 3 п8,Арка: 5813в Код: 874,59.940674,30.366082
Санкт-Петербург Фрунзе ул 11 п1,Код: #1234,59.912438,30.30071
Санкт-Петербург Фурштатская ул 14 п1,Код: #2101 0801#,59.945666,30.352562
Санкт-Петербург Фурштатская ул 16,Арка: 2345в ,59.945691,30.353355
Санкт-Петербург Фурштатская ул 17 8,Код: #3580,59.944858,30.355263
Санкт-Петербург Фурштатская ул 2/12,Код: #2021 #2021,59.945275,30.358145
Санкт-Петербург Фурштатская ул 2/12 п1,Код: #2021 #2801,59.945275,30.358145
Санкт-Петербург Фурштатская ул 2/12 п2,Код: #2021,59.945275,30.358145
Санкт-Петербург Фурштатская ул 20,Арка: 1235# ,59.945615,30.353999
Санкт-Петербург Фурштатская ул 20 п3,Арка: *1235# ,59.945615,30.353999
Санкт-Петербург Фурштатская ул 32 п1,Код: 20в2020,59.945624,30.35696
Санкт-Петербург Фурштатская ул 33б,Арка: 7946 ,59.945275,30.358145
Санкт-Петербург Фурштатская ул 34 п1,Арка: 1945 ,59.945563,30.357533
Санкт-Петербург Фурштатская ул 47/11,Арка: #1940 ,59.945275,30.358145
Санкт-Петербург Фурштатская ул 47/11 п1,Арка: 1940# Код: 1940в23,59.945275,30.358145
Санкт-Петербург Фурштатская ул 48,Код: 89,59.945494,30.363284
Санкт-Петербург Фурштатская ул 48 п2,Код: #1018,59.945494,30.363284
Санкт-Петербург Фурштатская ул 7-9 п1,Код: #1382,59.945033,30.351441
Санкт-Петербург Харьковская ул 11 п1,Код: #8558,59.926513,30.370924
Санкт-Петербург Харьковская ул 11 п3,Код: #8558,59.926513,30.370924
Санкт-Петербург Харьковская ул 2,Арка: #7379 ,59.927388,30.372571
Санкт-Петербург Хасанская ул 10 п1,Код: #2975,59.937002,30.482771
Санкт-Петербург Хасанская ул 10к1,Код: #195,59.937002,30.482771
Санкт-Петербург Хасанская ул 10к1 п1,Код: #195 #195,59.937002,30.482771
Санкт-Петербург Хасанская ул 10к2,Код: #2975,59.937816,30.483054
Санкт-Петербург Хасанская ул 10к2 п1,Код: #0407 #1965,59.937816,30.483054
Санкт-Петербург Хасанская ул 10к2 п2,Код: #1965,59.937816,30.483054
Санкт-Петербург Хасанская ул 22к2,Код: 2,59.936602,30.495182
Санкт-Петербург Хасанская ул 22к2 п1,Арка: 173 ,59.936602,30.495182
Санкт-Петербург Херсонская ул 10 п5,Код: в25в4633,59.92918,30.380476
Санкт-Петербург Херсонская ул 10 п7,Код: 20200,59.92918,30.380476
Санкт-Петербург Херсонская ул 19,Арка: *4848# ,59.92806,30.381825
Санкт-Петербург Херсонская ул 5-7,Код: #5678,59.926718,30.385521
Санкт-Петербург Херсонская ул 5-7 п1,Код: #5678 #5678,59.926718,30.385521
Санкт-Петербург Херсонская ул 5-7 п5,Код: #170,59.926718,30.385521
Санкт-Петербург Херсонская ул 5-7Б п1,Код: #5678,59.929631,30.377353
Санкт-Петербург Херсонская ул 5/7 п5,Код: #170,59.92806,30.381825
Санкт-Петербург Херсонская ул 6/13,Арка: 01945в 01945в ,59.92806,30.381825
Санкт-Петербург Херсонская ул 6/13 п2,Арка: 01945в ,59.92806,30.381825
Санкт-Петербург Херсонская ул 6/13 п5,Код: 01945в,59.92806,30.381825
Санкт-Петербург Хошимина ул 13к1к13к1 п5,Код: 98220вв,60.023139,30.400474
Санкт-Петербург Церковная ул 43/34 п2,Код: 12#345,59.7239,30.403449
Санкт-Петербург Цимлянская ул 6 п1,Код: 567в890,59.948659,30.411556
Санкт-Петербург Цимлянская ул 6 п2,Код: 567в890,59.948659,30.411556
Санкт-Петербург Чарушинская ул 22к1 п1,Код: в1091в,60.003326,30.479083
Санкт-Петербург Чарушинская ул 22к1 п2,Код: в2в,60.003326,30.479083
Санкт-Петербург Черноморский пер 3,Код: #2536,59.937677,30.306253
Санкт-Петербург Черноморский пер 7,Арка: #1658 ,59.937497,30.305785
Санкт-Петербург Черноморский пер 7 п2,Код: #5816,59.937497,30.305785
Санкт-Петербург Чкаловский пр 15,Код: #2,59.962263,30.294254
Санкт-Петербург Чкаловский пр 15 п1,Код: 13в504,59.962263,30.294254
Санкт-Петербург Чкаловский пр 16,Код: #9999,59.9608,30.289686
Санкт-Петербург Чкаловский пр 16 п3,Код: 0704,59.9608,30.289686
Санкт-Петербург Чкаловский пр 16б,Код: 1379*,59.963934,30.29581
Санкт-Петербург Чкаловский пр 16бки,Код: 1379* 88вв,59.963934,30.29581
Санкт-Петербург Чкаловский пр 25 п1,Код: 12в345,59.965402,30.298759
Санкт-Петербург Чкаловский пр 36,Код: #999,59.964275,30.295652
Санкт-Петербург Чкаловский пр 58,Код: 98220,59.968472,30.30208
Санкт-Петербург Чкаловский пр 60 п3,Код: 98220,59.968819,30.303047
Санкт-Петербург Чкаловский пр 8,Код: #3,59.959229,30.287382
Санкт-Петербург Чудесная ул 7к1 п2,Код: 20200в,60.023139,30.400474
Санкт-Петербург Шамшева ул 11 пСлева во дворе,Код: в1в5702,59.960722,30.300911
Санкт-Петербург Шаумяна проезд 46 п1,Код: в1в4633,59.938602,30.363712
Санкт-Петербург Шепетовская ул 1 п1,Код: 9876в,59.946793,30.415008
Санкт-Петербург Шкиперский проток 5 п1,Код: *1917#,59.934481,30.241462
Санкт-Петербург Школьная ул 23,Код: #2987 #2987,59.803356,30.585372
Санкт-Петербург Школьная ул 28 п1,Код: 370 70вв,59.727341,30.401999
Санкт-Петербург Школьная ул 3,Код: 260в,59.800585,30.589291
Санкт-Петербург Школьная ул 4 п3,Код: 82198,59.808426,30.567722
Санкт-Петербург Школьная ул 40,Код: в17в4633,59.72745,30.402137
Санкт-Петербург Школьная ул 40 п2,Код: в17в4633,59.72745,30.402137
Санкт-Петербург Школьная ул 40 п3,Код: 567#890,59.72745,30.402137
Санкт-Петербург Школьная ул 50/13,Код: 348,59.801947,30.586939
Санкт-Петербург Школьная ул 50/13 п1,Код: 348,59.801947,30.586939
Санкт-Петербург Школьная ул 58,Код: 92372в,59.727612,30.402343
Санкт-Петербург Школьная ул 62,Код: 49046,59.727649,30.402389
Санкт-Петербург Школьная ул 9 п1,Код: 47801,59.809631,30.570386
Санкт-Петербург Школьная ул 90к3,Код: 40034,59.8020436,30.5872056
Санкт-Петербург Шлиссельбургский пр 12 п3,Код: #0611,59.840458,30.495086
Санкт-Петербург Шлиссельбургский пр 12к1,Код: #0611,59.840458,30.495086
Санкт-Петербург Шлиссельбургский пр 21,Код: 27,59.838217,30.495971
Санкт-Петербург Шлиссельбургский пр 32к1с1,Код: #1301,59.834179,30.515299
Санкт-Петербург Шлиссельбургский пр 34к3,Код: #1301,59.834473,30.516784
Санкт-Петербург Шлиссельбургский пр 34к4 п3,Код: 111в,59.834947,30.517456
Санкт-Петербург Шлиссельбургский пр 36к1,Код: в1234,59.832978,30.518684
Санкт-Петербург Шлиссельбургский пр 36к1 п2,Код: в1234,59.832978,30.518684
Санкт-Петербург Шлиссельбургский пр 47к1,Код: в1209,59.832529,30.517172
Санкт-Петербург Шлиссельбургский пр 47к1 п4,Код: в1202244в,59.832529,30.517172
